No.	Time	Source	Destination	Protocol	Length	Info
208	59.583794	192.168.50.156	180.163.247.45	TLSv1.2	287	Application Data
209	59.583901	180.163.247.45	192.168.50.156	TCP	60	443 ¡ú 63642 [ACK] Seq=5270 Ack=877 Win=64240 Len=0
210	59.591247	180.163.247.45	192.168.50.156	TLSv1.2	963	Application Data
211	59.591451	192.168.50.156	180.163.247.45	TLSv1.2	85	Encrypted Alert
212	59.591566	180.163.247.45	192.168.50.156	TCP	60	443 ¡ú 63642 [ACK] Seq=6179 Ack=908 Win=64240 Len=0
213	59.593109	192.168.50.156	180.163.247.45	TCP	54	63642 ¡ú 443 [FIN, ACK] Seq=908 Ack=6179 Win=63280 Len=0
214	59.593203	180.163.247.45	192.168.50.156	TCP	60	443 ¡ú 63642 [ACK] Seq=6179 Ack=909 Win=64239 Len=0
215	59.597961	180.163.247.45	192.168.50.156	TCP	60	443 ¡ú 63642 [FIN, PSH, ACK] Seq=6179 Ack=909 Win=64239 Len=0
216	59.597989	192.168.50.156	180.163.247.45	TCP	54	63642 ¡ú 443 [ACK] Seq=909 Ack=6180 Win=63280 Len=0
217	59.757292	180.163.243.139	192.168.50.156	TCP	1330	80 ¡ú 60009 [PSH, ACK] Seq=1277 Ack=17 Win=64240 Len=1276
218	59.757794	192.168.50.156	180.163.243.139	TCP	70	60009 ¡ú 80 [PSH, ACK] Seq=17 Ack=2553 Win=62964 Len=16
219	59.758020	180.163.243.139	192.168.50.156	TCP	60	80 ¡ú 60009 [ACK] Seq=2553 Ack=33 Win=64240 Len=0
220	60.046955	192.168.50.152	192.168.50.156	TCP	60	2514 ¡ú 69 [SYN] Seq=0 Win=512 Len=0
221	60.556238	180.163.243.139	192.168.50.156	TCP	1330	80 ¡ú 60009 [PSH, ACK] Seq=2553 Ack=33 Win=64240 Len=1276
222	60.556714	192.168.50.156	180.163.243.139	TCP	70	60009 ¡ú 80 [PSH, ACK] Seq=33 Ack=3829 Win=64240 Len=16
223	60.556934	180.163.243.139	192.168.50.156	TCP	60	80 ¡ú 60009 [ACK] Seq=3829 Ack=49 Win=64240 Len=0
224	60.562669	180.163.243.139	192.168.50.156	TCP	1330	80 ¡ú 60009 [PSH, ACK] Seq=3829 Ack=49 Win=64240 Len=1276
225	60.563232	192.168.50.156	180.163.243.139	TCP	70	60009 ¡ú 80 [PSH, ACK] Seq=49 Ack=5105 Win=62964 Len=16
226	60.563450	180.163.243.139	192.168.50.156	TCP	60	80 ¡ú 60009 [ACK] Seq=5105 Ack=65 Win=64240 Len=0
227	61.047322	192.168.50.152	192.168.50.156	TCP	60	2515 ¡ú 70 [SYN] Seq=0 Win=512 Len=0
228	62.047624	192.168.50.152	192.168.50.156	TCP	60	2516 ¡ú 71 [SYN] Seq=0 Win=512 Len=0
229	62.886652	192.168.50.1	239.255.255.250	SSDP	219	M-SEARCH * HTTP/1.1 
230	63.047818	192.168.50.152	192.168.50.156	TCP	60	2517 ¡ú 72 [SYN] Seq=0 Win=512 Len=0
231	63.886998	192.168.50.1	239.255.255.250	SSDP	219	M-SEARCH * HTTP/1.1 
232	64.048529	192.168.50.152	192.168.50.156	TCP	60	2518 ¡ú 73 [SYN] Seq=0 Win=512 Len=0
233	64.703406	fe80::ffff:ffff:fffe	ff02::2	ICMPv6	103	Router Solicitation
234	64.888003	192.168.50.1	239.255.255.250	SSDP	219	M-SEARCH * HTTP/1.1 
235	64.949303	fe80::8000:f227:d7ae:87d3	fe80::ffff:ffff:fffe	ICMPv6	151	Router Advertisement
236	65.049095	192.168.50.152	192.168.50.156	TCP	60	2519 ¡ú 74 [SYN] Seq=0 Win=512 Len=0
237	65.888658	192.168.50.1	239.255.255.250	SSDP	219	M-SEARCH * HTTP/1.1 
238	66.049858	192.168.50.152	192.168.50.156	TCP	60	2520 ¡ú 75 [SYN] Seq=0 Win=512 Len=0
239	67.050183	192.168.50.152	192.168.50.156	TCP	60	2521 ¡ú 76 [SYN] Seq=0 Win=512 Len=0
240	68.050676	192.168.50.152	192.168.50.156	TCP	60	2522 ¡ú 77 [SYN] Seq=0 Win=512 Len=0
241	69.051054	192.168.50.152	192.168.50.156	TCP	60	2523 ¡ú 78 [SYN] Seq=0 Win=512 Len=0
242	69.546571	192.168.50.156	180.163.228.250	TCP	66	63658 ¡ú 80 [SYN, ECE, CWR] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM
243	69.552710	180.163.228.250	192.168.50.156	TCP	60	80 ¡ú 63658 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460
244	69.553248	192.168.50.156	180.163.228.250	TCP	54	63658 ¡ú 80 [ACK] Seq=1 Ack=1 Win=64240 Len=0
245	69.564474	192.168.50.156	180.163.228.250	TCP	336	63658 ¡ú 80 [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=282 [TCP PDU reassembled in 247]
246	69.564797	180.163.228.250	192.168.50.156	TCP	60	80 ¡ú 63658 [ACK] Seq=1 Ack=283 Win=64240 Len=0
247	69.564816	192.168.50.156	180.163.228.250	HTTP	968	POST /cloudquery.php HTTP/1.1 
248	69.564919	180.163.228.250	192.168.50.156	TCP	60	80 ¡ú 63658 [ACK] Seq=1 Ack=1197 Win=64240 Len=0
249	69.600517	180.163.228.250	192.168.50.156	HTTP	620	HTTP/1.1 200 OK  (application/octet-stream)
250	69.600730	192.168.50.156	180.163.228.250	TCP	54	63658 ¡ú 80 [FIN, ACK] Seq=1197 Ack=567 Win=63674 Len=0
251	69.600853	180.163.228.250	192.168.50.156	TCP	60	80 ¡ú 63658 [ACK] Seq=567 Ack=1198 Win=64239 Len=0
252	69.607190	180.163.228.250	192.168.50.156	TCP	60	80 ¡ú 63658 [FIN, PSH, ACK] Seq=567 Ack=1198 Win=64239 Len=0
253	69.607296	192.168.50.156	180.163.228.250	TCP	54	63658 ¡ú 80 [ACK] Seq=1198 Ack=568 Win=63674 Len=0
254	70.052355	192.168.50.152	192.168.50.156	TCP	60	2524 ¡ú 79 [SYN] Seq=0 Win=512 Len=0
255	71.052881	192.168.50.152	192.168.50.156	TCP	60	2525 ¡ú 80 [SYN] Seq=0 Win=512 Len=0
256	71.052957	192.168.50.156	192.168.50.152	TCP	58	80 ¡ú 2525 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460
257	71.053148	192.168.50.152	192.168.50.156	TCP	60	2525 ¡ú 80 [RST] Seq=1 Win=0 Len=0
